g	s	f
SELO	1	f-51
SELO	10	f-63
SELO	12	f-12
SELO	12	f-62
SELO	18	f-26
SELO	4	f-213
SELP	1	f-16
SELP	1	f-36
SELP	1	f-37
SELP	1	f-391
SELP	15	f-42
SELP	2	f-35
SELP	26	f-14
SELP	44	f-33
SELP	8	f-23
SELP	8	f-71
SELPLG	1	f-25
SELPLG	1	f-61
SELPLG	12	f-63
SELPLG	17	f-62
SELPLG	3	f-14
SELPLG	8	f-26
SELS	13	f-26
SELS	17	f-61
SELS	5	f-63
SELS	9	f-62
SELT	1	f-16
SELT	1	f-92
SELT	2	f-14
SELV	1	f-213
SELV	1	f-26
SELV	6	f-22
SEMA3A	1	f-41
SEMA3A	1	f-92
SEMA3A	3	f-14
SEMA3A	3	f-62
SEMA3A	33	f-33
SEMA3A	37	f-13
SEMA3A	5	f-35
SEMA3A	5	f-391
SEMA3B	1	f-211
SEMA3B	12	f-12
SEMA3B	3	f-14
SEMA3C	1	f-28
SEMA3C	12	f-61
SEMA3C	14	f-62
SEMA3C	3	f-63
SEMA3C	34	f-91
SEMA3C	4	f-14
SEMA3C	64	f-23
SEMA3C	64	f-71
SEMA3D	7	f-392
SEMA3E	1	f-61
SEMA3E	1	f-62
SEMA3E	3	f-63
SEMA3G	1	f-14
SEMA4A	1	f-212
SEMA4A	1	f-213
SEMA4A	1	f-25
SEMA4A	1	f-51
SEMA4A	127	f-13
SEMA4A	130	f-23
SEMA4A	130	f-71
SEMA4A	2	f-390
SEMA4A	27	f-61
SEMA4A	30	f-14
SEMA4A	32	f-62
SEMA4A	43	f-26
SEMA4A	43	f-63
SEMA4A	7	f-31
SEMA4A	96	f-12
SEMA4B	1	f-391
SEMA4B	1	f-41
SEMA4B	18	f-63
SEMA4B	21	f-61
SEMA4B	25	f-14
SEMA4B	27	f-26
SEMA4B	3	f-25
SEMA4B	3	f-91
SEMA4B	42	f-12
SEMA4B	50	f-23
SEMA4B	50	f-71
SEMA4B	8	f-62
SEMA4C	1	f-14
SEMA4C	30	f-62
SEMA4C	33	f-63
SEMA4C	34	f-38
SEMA4D	1	f-35
SEMA4D	1	f-36
SEMA4D	11	f-390
SEMA4D	12	f-62
SEMA4D	129	f-12
SEMA4D	13	f-392
SEMA4D	14	f-39
SEMA4D	15	f-38
SEMA4D	15	f-391
SEMA4D	2	f-211
SEMA4D	2	f-92
SEMA4D	20	f-61
SEMA4D	24	f-37
SEMA4D	25	f-63
SEMA4D	3	f-212
SEMA4D	30	f-26
SEMA4D	4	f-41
SEMA4D	5	f-213
SEMA4D	506	f-13
SEMA4D	7	f-25
SEMA4D	74	f-14
SEMA4D	97	f-33
SEMA4F	1	f-31
SEMA4F	2	f-62
SEMA4G	1	f-231
SEMA4G	1	f-234
SEMA4G	1	f-25
SEMA4G	1	f-27
SEMA4G	16	f-391
SEMA4G	2	f-390
SEMA4G	37	f-61
SEMA4G	4	f-14
SEMA4G	4	f-36
SEMA4G	41	f-62
SEMA4G	5	f-41
SEMA4G	52	f-63
SEMA4G	55	f-26
SEMA4G	8	f-392
SEMA5A	1	f-16
SEMA5A	1	f-26
SEMA5A	1	f-39
SEMA5A	1	f-390
SEMA5A	1	f-62
SEMA5A	1	f-63
SEMA5A	2	f-36
SEMA5A	2	f-391
SEMA5A	5	f-41
SEMA5B	1	f-13
SEMA5B	10	f-92
SEMA5B	2	f-14
SEMA5B	21	f-36
SEMA5B	3	f-35
SEMA5B	3	f-390
SEMA5B	4	f-211
SEMA5B	5	f-212
SEMA5B	5	f-213
SEMA5B	5	f-38
SEMA5B	5	f-39
SEMA5B	6	f-41
SEMA5B	8	f-392
SEMA6A	1	f-12
SEMA6A	1	f-28
SEMA6A	12	f-36
SEMA6A	12	f-92
SEMA6A	15	f-37
SEMA6A	15	f-38
SEMA6A	16	f-27
SEMA6A	17	f-39
SEMA6A	28	f-42
SEMA6A	31	f-91
SEMA6A	42	f-391
SEMA6A	8	f-14
SEMA6B	1	f-13
SEMA6B	1	f-41
SEMA6B	2	f-36
SEMA6B	3	f-61
SEMA6B	4	f-25
SEMA6B	4	f-63
SEMA6B	5	f-62
SEMA6B	9	f-14
SEMA6C	1	f-390
SEMA6C	1	f-392
SEMA6C	19	f-14
SEMA6C	37	f-31
SEMA6D	13	f-13
SEMA7A	13	f-14
SEMA7A	4	f-13
SEMA7A	5	f-391
SEMG1	2	f-25
SEMG1	2	f-41
SEMG1	2	f-51
SEMG1	264	f-13
SEMG1	3	f-14
SEMG2	5	f-13
SENCR	2	f-92
SENP1	1	f-41
SENP1	3	f-14
SENP2	1	f-211
SENP2	1	f-391
SENP2	1	f-51
SENP2	182	f-13
SENP2	2	f-14
SENP2	2	f-41
SENP2	24	f-61
SENP2	28	f-62
SENP2	28	f-63
SENP2	32	f-26
SENP2	4	f-25
SENP3	1	f-222
SENP3	1	f-26
SENP3	1	f-61
SENP3-EIF4A1	3	f-392
SENP5	1	f-41
SENP5	1	f-61
SENP5	18	f-26
SENP5	49	f-63
SENP5	5	f-14
SENP5	9	f-62
SENP6	1	f-13
SENP6	1	f-51
SENP6	116	f-27
SENP6	12	f-61
SENP6	17	f-62
SENP6	2	f-213
SENP6	2	f-25
SENP6	209	f-23
SENP6	209	f-71
SENP6	3	f-212
SENP6	30	f-26
SENP6	48	f-14
SENP6	5	f-390
SENP6	510	f-12
SENP6	7	f-63
SENP7	1	f-16
SENP7	1	f-211
SENP7	1	f-51
SENP7	14	f-63
SENP7	19	f-61
SENP7	23	f-62
SENP7	255	f-13
SENP7	264	f-23
SENP7	264	f-71
SENP7	28	f-14
SENP7	338	f-33
SENP7	50	f-26
SENP7	550	f-12
SENP7	59	f-32
SENP8	308	f-33
SENP8	49	f-23
SENP8	49	f-71
SEP15	5	f-14
SEPHS1	4	f-14
SEPHS1P1	1	f-14
SEPHS1P1	141	f-38
SEPHS1P1	142	f-391
SEPHS1P1	235	f-39
SEPHS1P1	262	f-37
SEPHS1P1	384	f-36
SEPHS1P1	431	f-392
SEPHS1P1	610	f-390
SEPHS1P1	665	f-91
SEPHS1P1	683	f-35
SEPHS1P1	729	f-92
SEPHS1P1	834	f-42
SEPHS2	1	f-14
SEPN1	1	f-16
SEPN1	10	f-26
SEPN1	110	f-13
SEPN1	19	f-61
SEPN1	4	f-14
SEPN1	4	f-63
SEPN1	44	f-62
SEPP1	1	f-14
SEPP1	1	f-39
SEPP1	1	f-41
SEPSECS	1	f-25
SEPSECS	16	f-13
SEPSECS	3	f-14
SEPT1	5	f-14
SEPT1	8	f-12
SEPT10	1	f-12
SEPT10	11	f-14
SEPT10	14	f-35
SEPT10	16	f-36
SEPT10	23	f-23
SEPT10	23	f-71
SEPT10	3	f-392
SEPT10	37	f-42
SEPT10	48	f-28
SEPT10	61	f-391
SEPT10	68	f-37
SEPT10P1	1	f-14
SEPT10P1	14	f-36
SEPT11	1	f-212
SEPT11	1	f-392
SEPT11	14	f-14
SEPT11	152	f-36
SEPT11	170	f-35
SEPT11	2	f-39
SEPT11	32	f-21
SEPT11	32	f-72
SEPT11	52	f-33
SEPT11	57	f-13
SEPT11	57	f-92
SEPT12	129	f-12
SEPT12	2	f-23
SEPT12	2	f-28
SEPT12	2	f-71
SEPT12	4	f-213
SEPT12	57	f-27
SEPT12	7	f-14
SEPT12	7	f-211
SEPT12	7	f-212
SEPT2	106	f-27
SEPT2	123	f-42
SEPT2	124	f-35
SEPT2	131	f-392
SEPT2	146	f-38
SEPT2	150	f-36
SEPT2	154	f-92
SEPT2	157	f-39
SEPT2	177	f-13
SEPT2	188	f-28
SEPT2	2	f-211
SEPT2	207	f-390
SEPT2	217	f-37
SEPT2	247	f-23
SEPT2	247	f-71
SEPT2	254	f-12
SEPT2	255	f-391
SEPT2	282	f-33
SEPT2	36	f-14
SEPT2	4	f-212
SEPT2	8	f-213
SEPT2	92	f-91
SEPT2P1	126	f-390
SEPT3	3	f-13
SEPT4	123	f-13
SEPT4	24	f-23
SEPT4	24	f-71
SEPT4	3	f-14
SEPT4	77	f-27
SEPT5	1	f-37
SEPT5	11	f-27
SEPT5	14	f-14
SEPT6	12	f-37
SEPT6	2	f-391
SEPT7	1	f-14
SEPT7L	2	f-14
SEPT7L	34	f-33
SEPT7P2	125	f-12
SEPT7P2	16	f-392
SEPT7P2	180	f-27
SEPT7P2	2	f-38
SEPT7P2	20	f-14
SEPT7P2	21	f-37
SEPT7P2	26	f-39
SEPT7P2	32	f-36
SEPT7P2	32	f-391
SEPT7P2	33	f-28
SEPT7P2	34	f-390
SEPT7P2	37	f-92
SEPT7P2	39	f-35
SEPT7P3	1	f-35
SEPT7P3	2	f-37
SEPT7P3	5	f-12
SEPT7P3	9	f-392
SEPT7P6	3	f-390
SEPT7P9	16	f-12
SEPT8	1	f-211
SEPT8	1	f-212
SEPT8	12	f-31
SEPT8	18	f-91
SEPT8	8	f-14
SEPT9	1	f-36
SEPT9	1	f-391
SEPT9	2	f-39
SEPT9	2	f-42
SEPT9	4	f-33
SEPT9	4	f-392
SEPT9	46	f-14
SEPT9	62	f-13
SEPW1	1	f-16
SEPW1	1	f-51
SEPW1	1	f-61
SEPW1	16	f-36
SEPW1	17	f-26
SEPW1	19	f-392
SEPW1	3	f-213
SEPW1	6	f-14
SEPW1	61	f-12
SEPW1	8	f-62
SEPW1	80	f-13
SEPW1P	4	f-36
SEPX1	3	f-25
SERAC1	1	f-16
SERAC1	105	f-13
SERAC1	12	f-26
SERAC1	13	f-23
SERAC1	13	f-71
SERAC1	130	f-391
SERAC1	204	f-42
SERAC1	206	f-390
SERAC1	25	f-12
SERAC1	25	f-14
SERAC1	26	f-62
SERAC1	29	f-63
SERAC1	300	f-39
SERAC1	4	f-61
SERAC1	44	f-27
SERAC1	49	f-392
SERAC1	5	f-38
SERAC1	52	f-36
SERAC1	71	f-37
SERAC1	71	f-92
SERAC1	72	f-28
SERAC1	74	f-35
SERAC1	80	f-91
SERBP1	1	f-14
SERBP1	50	f-13
SERBP1P3	1	f-14
SERBP1P3	1	f-28
SERBP1P3	2	f-91
SERBP1P3	37	f-92
SERBP1P3	47	f-35
SERBP1P3	52	f-12
SERBP1P3	9	f-391
SERBP1P3	95	f-36
SERF1A	10	f-37
SERF1A	10	f-38
SERF1A	10	f-392
SERF1A	11	f-28
SERF1A	11	f-35
SERF1A	11	f-36
SERF1A	11	f-390
SERF1A	11	f-391
SERF1A	11	f-92
SERF1A	4	f-39
SERF1B	2	f-33
SERF1B	4	f-14
SERF1B	63	f-390
SERF2	1	f-14
SERF2	12	f-26
SERF2	12	f-62
SERF2	134	f-12
SERF2	4	f-61
SERGEF	1	f-41
SERGEF	19	f-63
SERGEF	2	f-61
SERGEF	6	f-26
SERGEF	8	f-14
SERGEF	8	f-62
SERGEF	93	f-13
SERHL	1	f-38
SERHL	13	f-14
SERHL	208	f-12
SERHL	3	f-92
SERHL	46	f-27
SERHL	47	f-392
SERHL	7	f-391
SERHL	79	f-36
SERHL	8	f-37
SERHL2	1	f-91
SERHL2	13	f-14
SERHL2	6	f-41
SERINC1	1	f-51
SERINC1	1	f-63
SERINC1	20	f-14
SERINC1	237	f-13
SERINC1	37	f-12
SERINC1	8	f-37
SERINC2	1	f-16
SERINC2	1	f-213
SERINC2	10	f-25
SERINC2	151	f-22
SERINC2	172	f-27
SERINC2	3	f-211
SERINC2	386	f-13
SERINC2	39	f-63
SERINC2	42	f-14
SERINC2	617	f-12
SERINC2	62	f-23
SERINC2	62	f-71
SERINC2	74	f-26
SERINC2	77	f-28
SERINC2	8	f-212
SERINC2	83	f-61
SERINC2	9	f-21
SERINC2	9	f-72
SERINC2	93	f-62
SERINC3	1	f-12
SERINC3	11	f-37
SERINC3	14	f-63
SERINC3	144	f-13
SERINC3	19	f-62
SERINC3	2	f-25
SERINC3	22	f-14
SERINC3	25	f-26
SERINC3	3	f-51
SERINC3	8	f-61
SERINC5	1	f-37
SERINC5	14	f-21
SERINC5	14	f-72
SERINC5	16	f-14
SERINC5	2	f-28
SERINC5	2	f-41
SERINC5	3	f-22
SERINC5	5	f-27
SERINC5	59	f-23
SERINC5	59	f-71
SERP1	10	f-12
SERP1	2	f-31
SERP1	2	f-63
SERP1	44	f-13
SERP1	5	f-14
SERP2	3	f-14
SERP2	55	f-13
SERPINA1	1	f-27
SERPINA1	1	f-51
SERPINA1	14	f-25
SERPINA1	14	f-63
SERPINA1	26	f-26
SERPINA1	31	f-23
SERPINA1	31	f-71
SERPINA1	47	f-62
SERPINA1	48	f-14
SERPINA1	515	f-13
SERPINA1	7	f-61
SERPINA10	1	f-13
SERPINA10	1	f-212
SERPINA10	1	f-25
SERPINA10	1	f-26
SERPINA10	1	f-27
SERPINA10	2	f-14
SERPINA11	1	f-25
SERPINA11	1	f-41
SERPINA11	2	f-28
SERPINA12	1	f-211
SERPINA12	1	f-41
SERPINA2P	1	f-14
SERPINA2P	2	f-28
SERPINA2P	57	f-12
SERPINA4	1	f-23
SERPINA4	1	f-41
SERPINA4	1	f-71
SERPINA5	1	f-26
SERPINA5	1	f-63
SERPINA5	2	f-61
SERPINA6	1	f-41
SERPINA6	2	f-392
SERPINA9	1	f-13
SERPINA9	1	f-14
SERPINA9	1	f-27
SERPINB1	1	f-16
SERPINB1	1	f-232
SERPINB1	1	f-25
SERPINB1	1	f-51
SERPINB1	100	f-13
SERPINB1	13	f-92
SERPINB1	15	f-62
SERPINB1	19	f-14
SERPINB1	2	f-22
SERPINB1	21	f-26
SERPINB1	21	f-63
SERPINB1	22	f-61
SERPINB1	23	f-32
SERPINB1	3	f-35
SERPINB1	4	f-41
SERPINB1	41	f-33
SERPINB1	45	f-23
SERPINB1	45	f-71
SERPINB1	8	f-21
SERPINB1	8	f-72
SERPINB10	13	f-14
SERPINB10	15	f-223
SERPINB10	165	f-21
SERPINB10	165	f-72
SERPINB10	17	f-211
SERPINB10	19	f-212
SERPINB10	200	f-22
SERPINB10	27	f-213
SERPINB10	338	f-27
SERPINB10	360	f-13
SERPINB10	430	f-12
SERPINB10	559	f-23
SERPINB10	559	f-71
SERPINB10	63	f-25
SERPINB11	1	f-25
SERPINB12	1	f-211
SERPINB12	1	f-212
SERPINB12	1	f-22
SERPINB2	1	f-63
SERPINB2	18	f-62
SERPINB2	3	f-26
SERPINB2	325	f-13
SERPINB2	4	f-14
SERPINB2	4	f-21
SERPINB2	4	f-72
SERPINB2	82	f-61
SERPINB3	1	f-41
SERPINB3	2	f-25
SERPINB4	1	f-13
SERPINB5	1	f-14
SERPINB6	1	f-221
SERPINB6	1	f-222
SERPINB6	1	f-41
SERPINB6	1	f-51
SERPINB6	13	f-32
SERPINB6	15	f-38
SERPINB6	16	f-390
SERPINB6	17	f-39
SERPINB6	19	f-391
SERPINB6	2	f-16
SERPINB6	2	f-213
SERPINB6	22	f-63
SERPINB6	224	f-13
SERPINB6	27	f-25
SERPINB6	3	f-212
SERPINB6	30	f-91
SERPINB6	36	f-61
SERPINB6	37	f-31
SERPINB6	38	f-26
SERPINB6	39	f-62
SERPINB6	4	f-211
SERPINB6	4	f-37
SERPINB6	44	f-392
SERPINB6	53	f-14
SERPINB6	56	f-12
SERPINB6	58	f-23
SERPINB6	58	f-71
SERPINB6	70	f-92
SERPINB6	73	f-36
SERPINB6	76	f-27
SERPINB6	79	f-35
SERPINB6	81	f-28
SERPINB6	95	f-33
SERPINB7	1	f-212
SERPINB7	1	f-41
SERPINB7	2	f-13
SERPINB7	3	f-62
SERPINB7	4	f-25
SERPINB8	1	f-37
SERPINB8	1	f-41
SERPINB8	1	f-51
SERPINB8	102	f-36
SERPINB8	103	f-23
SERPINB8	103	f-71
SERPINB8	107	f-38
SERPINB8	108	f-63
SERPINB8	115	f-26
SERPINB8	13	f-14
SERPINB8	139	f-33
SERPINB8	15	f-42
SERPINB8	17	f-25
SERPINB8	2	f-21
SERPINB8	2	f-225
SERPINB8	2	f-72
SERPINB8	23	f-31
SERPINB8	37	f-91
SERPINB8	40	f-392
SERPINB8	465	f-13
SERPINB8	6	f-213
SERPINB8	72	f-391
SERPINB8	78	f-35
SERPINB8	78	f-39
SERPINB8	79	f-28
SERPINB8	85	f-92
SERPINB8	9	f-22
SERPINB8	96	f-62
SERPINB8	98	f-61
SERPINB9	1	f-16
SERPINB9	1	f-212
SERPINB9	1	f-25
SERPINB9	124	f-92
SERPINB9	125	f-33
SERPINB9	13	f-63
SERPINB9	14	f-61
SERPINB9	16	f-31
SERPINB9	2	f-213
SERPINB9	20	f-26
SERPINB9	20	f-62
SERPINB9	25	f-12
SERPINB9	28	f-27
SERPINB9	30	f-14
SERPINB9	40	f-28
SERPINB9	42	f-32
SERPINB9	49	f-38
SERPINB9	5	f-41
SERPINB9	60	f-391
SERPINB9	64	f-392
SERPINB9	66	f-37
SERPINB9	78	f-36
SERPINB9	79	f-390
SERPINB9	82	f-39
SERPINB9	91	f-35
SERPINB9P1	1	f-225
SERPINC1	1	f-16
SERPINC1	101	f-91
SERPINC1	4	f-211
SERPINC1	7	f-14
SERPINC1	8	f-212
SERPINC1	89	f-27
SERPINC1	9	f-213
SERPINC1	96	f-13
SERPIND1	1	f-14
SERPINE1	1	f-14
SERPINE1	1	f-243
SERPINE1	1	f-27
SERPINE1	1	f-41
SERPINE1	11	f-61
SERPINE1	2	f-63
SERPINE1	3	f-62
SERPINE1	9	f-39
SERPINE2	1	f-390
SERPINE2	103	f-33
SERPINE2	15	f-14
SERPINE2	2	f-224
SERPINE2	2	f-391
SERPINE2	22	f-39
SERPINE2	23	f-91
SERPINE2	25	f-41
SERPINE2	272	f-13
SERPINE2	36	f-12
SERPINE2	38	f-32
SERPINE2	42	f-38
SERPINE2	5	f-211
SERPINE2	50	f-35
SERPINE2	50	f-36
SERPINE2	51	f-92
SERPINE2	6	f-212
SERPINE2	7	f-213
SERPINE2	70	f-42
SERPINF1	11	f-12
SERPINF1	11	f-14
SERPINF1	11	f-21
SERPINF1	11	f-72
SERPINF1	115	f-38
SERPINF1	133	f-392
SERPINF1	16	f-13
SERPINF1	17	f-62
SERPINF1	175	f-390
SERPINF1	18	f-61
SERPINF1	20	f-63
SERPINF1	37	f-32
SERPINF1	43	f-39
SERPINF1	5	f-26
SERPINF1	50	f-391
SERPINF1	55	f-36
SERPINF1	6	f-41
SERPINF1	62	f-42
SERPINF1	65	f-23
SERPINF1	65	f-71
SERPINF1	7	f-28
SERPINF1	77	f-37
SERPINF1	80	f-33
SERPINF1	97	f-35
SERPINF1	98	f-92
SERPINF2	1	f-41
SERPINF2	10	f-62
SERPINF2	11	f-28
SERPINF2	12	f-26
SERPINF2	14	f-35
SERPINF2	14	f-38
SERPINF2	14	f-63
SERPINF2	14	f-91
SERPINF2	18	f-39
SERPINF2	18	f-390
SERPINF2	18	f-391
SERPINF2	18	f-392
SERPINF2	20	f-14
SERPINF2	20	f-36
SERPINF2	23	f-12
SERPINF2	25	f-13
SERPINF2	3	f-213
SERPINF2	3	f-61
SERPINF2	34	f-37
SERPINF2	39	f-27
SERPINF2	5	f-211
SERPINF2	54	f-92
SERPINF2	6	f-212
SERPINF2	7	f-25
SERPING1	1	f-51
SERPING1	1	f-61
SERPING1	12	f-62
SERPING1	14	f-14
SERPING1	18	f-28
SERPING1	25	f-26
SERPING1	27	f-63
SERPING1	3	f-22
SERPING1	97	f-13
SERPINH1	1	f-12
SERPINH1	1	f-16
SERPINH1	1	f-27
SERPINH1	1	f-61
SERPINH1	18	f-62
SERPINH1	19	f-63
SERPINH1	2	f-23
SERPINH1	2	f-71
SERPINH1	4	f-26
SERPINH1	5	f-21
SERPINH1	5	f-72
SERPINH1	71	f-13
SERPINH1	8	f-14
SERPINI1	104	f-13
SERPINI1	12	f-37
SERPINI1	125	f-28
SERPINI1	16	f-26
SERPINI1	24	f-62
SERPINI1	26	f-27
SERPINI1	34	f-63
SERPINI1	4	f-41
SERPINI1	66	f-12
SERPINI1	7	f-61
SERPINI1	8	f-14
SERPINI2	4	f-14
SERTAD1	1	f-39
SERTAD1	2	f-42
SERTAD1	2	f-61
SERTAD1	4	f-26
SERTAD1	5	f-14
SERTAD1	5	f-62
SERTAD1	84	f-13
SERTAD2	1	f-25
SERTAD2	13	f-13
SERTAD2	27	f-63
SERTAD2	3	f-14
SERTAD2	5	f-61
SERTAD2	5	f-62
SERTAD2	6	f-26
SERTAD3	1	f-211
SERTAD3	1	f-27
SERTAD3	118	f-12
SERTAD3	2	f-51
SERTAD3	24	f-61
SERTAD3	29	f-42
SERTAD3	3	f-22
SERTAD3	3	f-28
SERTAD3	31	f-62
SERTAD3	31	f-63
SERTAD3	36	f-26
SERTAD3	5	f-14
SERTAD3	87	f-13
SERTAD4	1	f-41
SESN1	1	f-16
SESN1	1	f-211
SESN1	1	f-390
SESN1	11	f-14
SESN1	14	f-62
SESN1	15	f-63
SESN1	16	f-26
SESN1	188	f-391
SESN1	222	f-13
SESN1	280	f-33
SESN1	319	f-392
SESN1	320	f-35
SESN1	320	f-36
SESN1	320	f-37
SESN1	321	f-92
SESN1	8	f-61
SESN2	1	f-13
SESN2	102	f-92
SESN2	12	f-390
SESN2	12	f-392
SESN2	2	f-62
SESN2	20	f-14
SESN2	4	f-26
SESN2	49	f-12
SESN2	51	f-391
SESN2	93	f-35
SESN2	98	f-36
SESN3	1	f-16
SESN3	1	f-25
SESN3	1	f-35
SESN3	1	f-392
SESN3	188	f-13
SESN3	2	f-26
SESN3	2	f-41
SESN3	2	f-61
SESN3	2	f-91
SESN3	3	f-36
SESN3	3	f-62
SESN3	3	f-92
SESN3	31	f-14
SESN3	6	f-33
SESN3	8	f-63
SESTD1	12	f-62
SESTD1	153	f-42
SESTD1	192	f-38
SESTD1	200	f-13
SESTD1	202	f-92
SESTD1	203	f-391
SESTD1	219	f-35
SESTD1	22	f-41
SESTD1	225	f-390
SESTD1	226	f-39
SESTD1	230	f-392
SESTD1	233	f-36
SESTD1	234	f-37
SESTD1	235	f-31
SESTD1	26	f-14
SESTD1	3	f-26
SESTD1	37	f-32
SESTD1	4	f-63
SESTD1	410	f-33
SESTD1	6	f-91
SESTD1	68	f-12
SET	5	f-14
SETBP1	1	f-37
SETBP1	1	f-62
SETBP1	4	f-63
SETBP1	5	f-14
SETBP1	9	f-13
SETD1A	10	f-62
SETD1A	14	f-23
SETD1A	14	f-71
SETD1A	34	f-13
SETD1A	4	f-14
SETD1A	8	f-63
SETD1B	1	f-25
SETD2	1	f-41
SETD2	1	f-63
SETD2	10	f-26
SETD2	27	f-62
SETD2	7	f-14
SETD2	8	f-61
SETD3	1	f-16
SETD3	1	f-35
SETD3	14	f-14
SETD3	14	f-25
SETD3	259	f-13
SETD3	35	f-23
SETD3	35	f-61
SETD3	35	f-71
SETD3	36	f-63
SETD3	37	f-26
SETD3	38	f-62
SETD3	4	f-211
SETD3	4	f-41
SETD3	60	f-12
SETD3	79	f-28
SETD4	103	f-35
SETD4	122	f-36
SETD4	17	f-14
SETD4	2	f-16
SETD4	2	f-212
SETD4	3	f-41
SETD4	34	f-61
SETD4	39	f-26
SETD4	5	f-92
SETD4	51	f-392
SETD4	55	f-62
SETD4	59	f-63
SETD4	6	f-211
SETD4	61	f-42
SETD4	8	f-25
SETD5	1	f-14
SETD5-AS1	103	f-12
SETD5-AS1	13	f-92
SETD5-AS1	15	f-35
SETD5-AS1	16	f-38
SETD5-AS1	17	f-27
SETD5-AS1	20	f-91
SETD5-AS1	24	f-39
SETD5-AS1	33	f-37
SETD5-AS1	37	f-28
SETD5-AS1	40	f-42
SETD5-AS1	43	f-390
SETD5-AS1	51	f-391
SETD5-AS1	52	f-36
SETD5-AS1	6	f-14
SETD5-AS1	9	f-392
SETD6	1	f-16
SETD6	1	f-25
SETD6	1	f-28
SETD6	1	f-39
SETD6	1	f-392
SETD6	1	f-92
SETD6	14	f-26
SETD6	2	f-213
SETD6	3	f-42
SETD6	4	f-14
SETD6	4	f-41
SETD6	7	f-62
SETD7	1	f-41
SETD7	2	f-14
SETD7	2	f-25
SETD7	28	f-42
SETD7	4	f-392
SETD8	1	f-16
SETD8	10	f-14
SETD8	3	f-23
SETD8	3	f-71
SETD8	64	f-12
SETD8	78	f-13
SETD9	15	f-14
SETD9	168	f-31
SETD9	188	f-33
SETD9	195	f-23
SETD9	195	f-71
SETD9	238	f-37
SETD9	258	f-21
SETD9	258	f-32
SETD9	258	f-72
SETD9	267	f-91
SETD9	268	f-392
SETD9	273	f-36
SETD9	275	f-22
SETD9	275	f-38
SETD9	278	f-35
SETD9	280	f-92
SETD9	286	f-42
SETD9	290	f-39
SETD9	291	f-28
SETD9	293	f-391
SETD9	298	f-390
SETD9	300	f-27
SETD9	382	f-12
SETD9	4	f-302
SETDB1	2	f-39
SETDB1	2	f-61
SETDB1	2	f-62
SETDB1	2	f-63
SETDB1	28	f-92
SETDB1	4	f-14
SETDB1	49	f-13
SETDB1	55	f-390
SETDB2	11	f-28
SETDB2	11	f-35
SETDB2	134	f-33
SETDB2	151	f-13
SETDB2	17	f-14
SETDB2	17	f-41
SETDB2	181	f-23
SETDB2	181	f-71
SETDB2	29	f-22
SETDB2	29	f-26
SETDB2	35	f-36
SETDB2	48	f-63
SETDB2	55	f-61
SETDB2	64	f-62
SETDB2	80	f-92
SETDB2	9	f-391
SETMAR	1	f-39
SETMAR	12	f-61
SETMAR	2	f-25
SETMAR	2	f-36
SETMAR	2	f-92
SETMAR	26	f-28
SETMAR	26	f-62
SETMAR	28	f-63
SETMAR	3	f-391
SETMAR	3	f-41
SETMAR	33	f-26
SETMAR	4	f-14
SETMAR	4	f-35
SETMAR	56	f-33
SETP10	1	f-39
SETP15	1	f-390
SETP16	1	f-42
SETP2	2	f-42
SETP2	7	f-392
SETP5	1	f-14
SETP5	79	f-12
SETSIP	1	f-392
SETSIP	3	f-390
SETX	1	f-26
SETX	10	f-63
SETX	11	f-61
SETX	11	f-62
SETX	19	f-14
SETX	2	f-25
SEZ6	2	f-13
SEZ6	2	f-14
SEZ6L	1	f-212
SEZ6L	1	f-36
SEZ6L	1	f-38
SEZ6L	2	f-392
SEZ6L	4	f-13
SEZ6L	9	f-14
SEZ6L2	1	f-41
SF1	1	f-14
SF1	1	f-16
SF1	1	f-231
SF1	1	f-234
SF1	2	f-51
SF1	242	f-13
SF1	3	f-25
SF1	34	f-61
SF1	38	f-62
SF1	45	f-63
SF1	53	f-26
SF3A1	1	f-231
SF3A1	1	f-233
SF3A1	301	f-13
SF3A1	5	f-391
SF3A2	29	f-13
SF3A2	3	f-61
SF3A2	7	f-26
SF3A2	7	f-63
SF3A2	8	f-14
SF3A2	8	f-62
SF3A3	1	f-16
SF3A3	2	f-21
SF3A3	2	f-72
SF3A3	24	f-28
SF3A3	45	f-27
SF3A3	48	f-14
SF3A3	56	f-91
SF3A3	67	f-37
SF3A3	80	f-12
SF3A3	98	f-13
SF3A3P2	1	f-390
SF3B1	110	f-13
SF3B1	18	f-14
SF3B1	3	f-39
SF3B1	3	f-41
SF3B1	355	f-33
SF3B1	47	f-62
SF3B1	62	f-63
SF3B1	7	f-26
SF3B14	1	f-14
SF3B2	1	f-390
SF3B2	1	f-51
SF3B2	15	f-36
SF3B2	18	f-14
SF3B2	2	f-26
SF3B2	3	f-41
SF3B2	77	f-12
SF3B3	1	f-63
SF3B3	27	f-14
SF3B3	69	f-13
SF3B3	7	f-23
SF3B3	7	f-71
SF3B5	1	f-12
SF3B5	1	f-14
SF3B5	1	f-25
SF3B5	17	f-63
SF3B5	3	f-26
SF3B5	3	f-38
SF3B5	59	f-13
SFI1	1	f-16
SFI1	1	f-42
SFI1	1	f-51
SFI1	124	f-13
SFI1	26	f-35
SFI1	26	f-391
SFI1	384	f-12
SFI1	42	f-392
SFI1	55	f-36
SFI1	56	f-14
SFI1	82	f-92
SFMBT1	1	f-31
